Date Last Researched,Country/Area,Project Name,Phase Name,Project Name in Local Language / Script,Other Name(s),Capacity (MW),Installation Type,Status,Start year,Retired year,Operator,Operator Name in Local Language / Script,Owner,Owner Name in Local Language / Script,Hydrogen,Latitude,Longitude,Location accuracy,City,"Local area (taluk, county)","Major area (prefecture, district)",State/Province,Subregion,Region,GEM location ID,GEM phase ID,Other IDs (location),Other IDs (unit/phase),Wiki URL
2024/03/20,Greece,Kasidiaris wind farm,2,Κασιδιάρης,Kassidiaris,39.6,Onshore,operating,2020,,,,Ellaktor SA,Ελλακτωρ Α.Ε.,,39.8541,20.5051,exact,,Ioannina Regional Unit,Epirus,Epirus and Western Macedonia,Southern Europe,Europe,L100000914173,G100000917572,"RAE: ΑΔ-02383,RAE: ΑΔ-01900",RAE: 38449,https://www.gem.wiki/Kasidiaris_wind_farm
2022/03/22,Greece,Kastro Lykovouni wind farm,1,Καστρο - Λυκοβουνι,Kastro-Likovouni (Phase 1),24,Onshore,operating,2020,,,,Volterra SA,Volterra Δουκας Μ.Α.Ε.,,38.408,23.4563,exact,Chalkida,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000911426,G100000915408,RAE: 40766,,https://www.gem.wiki/Kastro_Lykovouni_wind_farm
2022/03/22,Greece,Kastro Lykovouni wind farm,2,Καστρο - Λυκοβουνι,Kastro-Likovouni (Phase 1),19,Onshore,operating,2020,,,,Volterra SA,Volterra Δουκας Μ.Α.Ε.,,38.408,23.4563,exact,Chalkida,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000911426,G100000914404,RAE: 40766,,https://www.gem.wiki/Kastro_Lykovouni_wind_farm
2024/03/20,Greece,Kathara (Enel) wind farm,--,Καθαρα,Kafireas,18.4,Onshore,operating,2019,,,,Enel Green Power Greece SA,Enel Green Power Hellas A.E.,,38.1138,24.5202,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000911319,G100000914285,RAE: ΑΔ-01262,RAE: 40247,https://www.gem.wiki/Kathara_(Enel)_wind_farm
2024/03/20,Greece,Kedros (Voiotias Kedros) wind farm,--,Κεδρος,,20.8,Onshore,operating,2011,,,,Eunice Energy Group,,,38.4005,22.6864,exact,,Regional Unit of Boeotia,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000909749,G100000912530,RAE: ΑΔ-00535,RAE: 40336,https://www.gem.wiki/Kedros_(Voiotias_Kedros)_wind_farm
2024/04/15,Greece,Kephalaria wind farm,--,Κεφαλαρια,,18,Onshore,operating,2021,,,,PAP Energy SA,Pap Energy Αιολικα Παρκα Ανωνυμη Εταιρεια,,38.4078,22.2801,exact,Municipal Unit of Galaxidi,Regional Unit of Phocis,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000911101,G100000914041,RAE: ΑΔ-03084,RAE: 42475,https://www.gem.wiki/Kephalaria_wind_farm
2024/03/20,Greece,Kephalas wind farm,--,Κεφαλας,,21,Onshore,announced,,,,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,35.4647,27.1526,exact,,Karpathos-Kasos Regional Unit,South Aegean,Aegean,Southern Europe,Europe,L100000911872,G100000914902,RAE: Γ-04828,RAE: 34642,https://www.gem.wiki/Kephalas_wind_farm
2024/03/20,Greece,Kerasia (Enel) wind farm,1,Κερασια,Kafireas,27.6,Onshore,operating,2019,,,,Enel Green Power Greece SA,Enel Green Power Hellas A.E.,,38.082,24.4952,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000912981,G100000916177,RAE: ΑΔ-01263,RAE: 40248,https://www.gem.wiki/Kerasia_(Enel)_wind_farm
2024/03/20,Greece,Kerveros wind farm,--,Κερβερος,,41,Onshore,operating,2003,,,,Rokas Aeoliki North Hellas II Ave,Ροκας Αιολικη Βορειος Ελλας Ιι Αβεε,,41.1612,25.8462,exact,,Rodopi Regional Unit,Eastern Macedonia and Thrace,Macedonia and Thrace,Southern Europe,Europe,L100000913459,G100000916738,RAE: ΑΔ-00111,RAE: 40065,https://www.gem.wiki/Kerveros_wind_farm
2024/03/20,Greece,Kikida Fouvagia wind farm,--,Κικιδα-Φουβαγια,,42,Onshore,announced,,,,,,,,38.0059,23.0757,exact,,Loutraki-Perachora-Agioi Theodoroi Municipality,Corinthia Regional Unit,Peloponnese Region,Southern Europe,Europe,L100001004901,G100001005800,,RAE: 210,https://www.gem.wiki/Kikida_Fouvagia_wind_farm
2024/03/20,Greece,Kithaironas wind farm,1,Κιθαιρώνας,"Fosen Wind, Extension of Hitra Wind Farm",25.5,Onshore,operating,2011,,,,Eren Hellas,Eren Ελλας,,38.1941,23.1881,exact,,Regional Unit of Boeotia,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000912013,G100000915064,RAE: ΑΔ-00269,RAE: 40574,https://www.gem.wiki/Kithaironas_wind_farm
2024/03/20,Greece,Kokkala (Keve) wind farm,--,Κοκκαλα,,15,Onshore,announced,,,,,,,,38.785,20.953,exact,Municipal Unit of Palairos,Aetolia-Acarnania Regional Unit,Western Greece,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,L100000920302,G100000924960,RAE: Γ-013820,RAE: 40739,https://www.gem.wiki/Kokkala_(Keve)_wind_farm
2024/03/20,Greece,Kokkala wind farm VI,--,Κοκκαλα,,18,Onshore,announced,,,,,,,,41.3755,26.2002,exact,,Didymoticho Municipality,Evros Regional Unit,Eastern Macedonia and Thrace,Southern Europe,Europe,L100001004904,G100001005803,,RAE: 42600,https://www.gem.wiki/Kokkala_wind_farm_VI
2024/03/20,Greece,Kokkalo Vamvakia Dasorrachi wind farm,--,Κοκκαλο Βαμβακια Δασορραχη Φυλακας,,144,Onshore,announced,,,,,,,,41.3836,26.1935,exact,,Didymoticho Municipality,Evros Regional Unit,Eastern Macedonia and Thrace,Southern Europe,Europe,L100001004905,G100001005804,,RAE: 42547,https://www.gem.wiki/Kokkalo_Vamvakia_Dasorrachi_wind_farm
2024/03/20,Greece,Kokkinovrachos wind farm,--,Κοκκινοβραχος,,20,Onshore,announced,,,,,Rokas Aeoliki North Hellas II Ave,Ροκας Αιολικη Βορειος Ελλας Ιι Αβεε,,37.692,26.5965,exact,Municipal Unit of Marathokabos,Samos Regional Unit,Northern Aegean,Aegean,Southern Europe,Europe,L100000911595,G100000914590,RAE: Γ-05215,RAE: 35758,https://www.gem.wiki/Kokkinovrachos_wind_farm
2024/03/20,Greece,Kolona Daphne wind farm,--,Κολονα - Δαφνη,Dafni-Kolona,10.8,Onshore,operating,2011,,,,Aerotechnik Wind SA,Αιολος Αεροτεχνικη Αε,,38.2682,20.4976,exact,,Kefallonia Regional Unit,Ioanian Islands,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,L100000908279,G100000910973,RAE: ΑΔ-00568,RAE: 42449,https://www.gem.wiki/Kolona_Daphne_wind_farm
2024/03/20,Greece,Kolosoura wind farm,--,Κολοσουρα,,30,Onshore,announced,,,,,Enercoplan Investments SA,Enercoplan Investments A.E,,38.1113,23.2969,exact,Municipal Unit of Vilia,Regional Unit of West Attica,Attica,Attica,Southern Europe,Europe,L100000913288,G100000916533,RAE: Γ-010027,RAE: 37819,https://www.gem.wiki/Kolosoura_wind_farm
2024/03/20,Greece,Korakosellia wind farm,--,Κορακοσελλια,,16.1,Onshore,announced,,,,,K Sarras & Co LLC,Κ. Σαρρας & Σια - Θεση Μαδαρα Ο.Ε.,,35.4029,23.5555,exact,,Chania Regional Unit,Region of Crete,Region of Crete,Southern Europe,Europe,L100000910698,G100000913589,RAE: V_SDI_R_AIOLIKA7.34841,RAE: 34841,https://www.gem.wiki/Korakosellia_wind_farm
2024/03/20,Greece,Korakovrachos wind farm,--,Κορακοβραχος,Karystia wind project,21,Onshore,operating,2023,,,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,38.0513,24.5149,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000911879,G100000914910,RAE: ΑΔ-02475,RAE: 32704,https://www.gem.wiki/Korakovrachos_wind_farm
2024/03/20,Greece,Korephe (Anayennese Atteve) wind farm,--,Κορυφη,Pear Wind,18,Onshore,operating,2019,,,,Envitec SA,Envitec A.E.,,38.1554,24.2732,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000911109,G100000914050,RAE: ΑΔ-03530,RAE: 40572,https://www.gem.wiki/Korephe_(Anayennese_Atteve)_wind_farm
2024/03/20,Greece,Korephe (Siderokastrou) wind farm,1,Κορυφη,"Sikirokastro (Phase 1), Serres (Phase 1), Koryfi (Phase 2)",17,Onshore,operating,2005,,,,,,,41.3114,23.3824,exact,,Serres Regional Unit,Central Macedonia,Macedonia and Thrace,Southern Europe,Europe,L100000910272,G100000913747,"RAE: ΑΔ-00222,RAE: ΑΔ-01880",RAE: 40775,https://www.gem.wiki/Korephe_(Siderokastrou)_wind_farm
2024/03/20,Greece,Korephe (Siderokastrou) wind farm,2,Κορυφη,"Sikirokastro (Phase 1), Serres (Phase 1), Koryfi (Phase 2)",15,Onshore,operating,2016,,,,,,,41.3066,23.3848,exact,,Serres Regional Unit,Central Macedonia,Macedonia and Thrace,Southern Europe,Europe,L100000910272,G100000913112,"RAE: ΑΔ-00222,RAE: ΑΔ-01880",RAE: 33552,https://www.gem.wiki/Korephe_(Siderokastrou)_wind_farm
2024/03/20,Greece,Korobili (C.N.I. Wind) wind farm,--,Κορομπιλι,,21.6,Onshore,operating,2020,,,,CNI Energy SA,C.N.I. Aioλικο Παρκο Κουκουρα Αε,,38.2149,23.0976,exact,,Regional Unit of Boeotia,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000911992,G100000915041,RAE: ΑΔ-01455,RAE: 40041,https://www.gem.wiki/Korobili_(C.N.I._Wind)_wind_farm
2024/03/20,Greece,Korobili (Viotia Aiolos) wind farm,--,Κορομπιλι,,28.8,Onshore,operating,2019,,,,Viotia Aiolos LLC,Viotia Aiolos Μονοπροσωπη Ανωνυμη Εταιρεια Παραγωγης & Εκμεταλλευσης Ενεργειας,,38.2429,23.1626,exact,,Regional Unit of Boeotia,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000913100,G100000916315,RAE: ΑΔ-03032,RAE: 40321,https://www.gem.wiki/Korobili_(Viotia_Aiolos)_wind_farm
2024/03/20,Greece,Korphovouni (Korphovouni Wind) wind farm,1&2,Πλατυσερα,,16.1,Onshore,operating,2019,,,,,,,41.0446,25.9418,exact,,Evros Regional Unit,Eastern Macedonia and Thrace,Macedonia and Thrace,Southern Europe,Europe,L100000910699,G100000913590,RAE: ΑΔ-03294,RAE: 40344,https://www.gem.wiki/Korphovouni_(Korphovouni_Wind)_wind_farm
2024/03/20,Greece,Koukoura wind farm,--,Κουκουρα,,16.5,Onshore,operating,2019,,,,CNI Energy SA,C.N.I. Aioλικο Παρκο Κουκουρα Αε,,37.3594,22.478,exact,,Arcadia Regional Unit,Peloponnese Region,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,L100000910741,G100000913634,RAE: ΑΔ-01154,RAE: 40004,https://www.gem.wiki/Koukoura_wind_farm
2024/03/20,Greece,Kourmoutsi Kardara wind farm,--,Κουρμουτσι - Καρδαρα,,21.2,Onshore,operating,2020,,,,Vector Wind Desphinas SA,Vector Aιολικη Δεσφινας Ανωνυμη Εταιρεια,,38.3243,22.5357,exact,Municipal Unit of Desfina,Regional Unit of Phocis,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000911976,G100000915022,RAE: ΑΔ-00522,RAE: 40377,https://www.gem.wiki/Kourmoutsi_Kardara_wind_farm
2024/03/20,Greece,Koutsoupha Soros wind farm,--,Κουτσουφα - Σωρος,,48,Onshore,announced,,,,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,36.0997,27.8073,exact,,Rhodes Regional Unit,South Aegean,Aegean,Southern Europe,Europe,L100000914705,G100000918196,RAE: Γ-05327,RAE: 35774,https://www.gem.wiki/Koutsoupha_Soros_wind_farm
2024/03/20,Greece,Koutsouri Kikideza wind farm,--,Κουτσουρι_Κικιδεζα,,21,Onshore,announced,,,,,Green Repower,Green Repower Μονοπροσωπη Ι.Κ.Ε.,,38.2055,23.6299,exact,,Regional Unit of Boeotia,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000911883,G100000914914,RAE: Γ-010396,RAE: 38357,https://www.gem.wiki/Koutsouri_Kikideza_wind_farm
2024/03/20,Greece,Koutsoutes wind farm,--,Κουτσουτης,Koutsoutis,11.7,Onshore,operating,2009,,,,Enel Green Power Greece SA,Enel Green Power Hellas A.E.,,36.2433,28.0623,exact,,Rhodes Regional Unit,South Aegean,Aegean,Southern Europe,Europe,L100000908678,G100000911391,RAE: ΑΔ-00358,RAE: 40242,https://www.gem.wiki/Koutsoutes_wind_farm
2024/03/20,Greece,Krekeza Moungoulios wind farm,--,Κρεκεζα - Μουγγουλιος,Krekeza Mougolios,30,Onshore,operating,2011,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,38.161,23.5837,exact,,Regional Unit of Boeotia,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000913291,G100000916537,RAE: ΑΔ-00306,RAE: 40518,https://www.gem.wiki/Krekeza_Moungoulios_wind_farm
2024/03/20,Greece,Kreon Wind Park,1,,Crete Cria,10,Onshore,operating,1999,,,,,,,35.1488,26.0376,exact,Sitia Municipal Unit,Lasithi Regional Unit,Region of Crete,Region of Crete,Southern Europe,Europe,L100000907944,G100000910620,RAE: ΑΔ-00038,RAE: 42617,https://www.gem.wiki/Kreon_Wind_Park
2024/03/20,Greece,Kyrton wind farm,1&2,Κυρτον,,25.3,Onshore,operating,2019,,,,Megavouni Wind Park SA,Αιολικο Παρκο Μεγαβουνι Α.Ε.,,41.269,25.7748,exact,,Rodopi Regional Unit,Eastern Macedonia and Thrace,Macedonia and Thrace,Southern Europe,Europe,L100000912727,G100000915873,RAE: ΑΔ-03372,RAE: 40349,https://www.gem.wiki/Kyrton_wind_farm
2024/03/20,Greece,Latza wind farm,--,Λατζα,,45,Onshore,announced,,,,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,35.3781,26.9138,exact,,Karpathos-Kasos Regional Unit,South Aegean,Aegean,Southern Europe,Europe,L100000914542,G100000918007,RAE: Γ-04827,RAE: 36326,https://www.gem.wiki/Latza_wind_farm
2022/03/22,Greece,Lefkes (Belecheri) wind farm,1,Λευκες,"Lefkes Edf (Phase 1), Lefkes Peleta (Phase 1)",24,Onshore,operating,2015,,,,Aioliki Beleheri SA,Αιολικη Μπελεχερι ΜΑE,,37.0366,22.8465,exact,Municipal Unit of Leonidio,Arcadia Regional Unit,Peloponnese Region,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,L100000912446,G100000915555,,RAE: 42783,https://www.gem.wiki/Lefkes_(Belecheri)_wind_farm
2024/03/20,Greece,Lemonies wind farm,--,Λεμονιες,,48,Onshore,announced,,,,,Rokas Aeoliki North Hellas II Ave,Ροκας Αιολικη Βορειος Ελλας Ιι Αβεε,,37.7492,26.9159,exact,Municipal Unit of Vathy,Samos Regional Unit,Northern Aegean,Aegean,Southern Europe,Europe,L100000914710,G100000918201,RAE: Γ-05277,RAE: 33076,https://www.gem.wiki/Lemonies_wind_farm
2024/03/20,Greece,Liodari wind farm,--,Λιονταρι,,24,Onshore,announced,,,,,Enercoplan Investments SA,Enercoplan Investments A.E,,38.1112,23.3301,exact,Municipal Unit of Mandra,Regional Unit of West Attica,Attica,Attica,Southern Europe,Europe,L100000912449,G100000915559,RAE: Γ-010030,RAE: 37820,https://www.gem.wiki/Liodari_wind_farm
2024/03/20,Greece,Litharoserma wind farm,--,Λιθαροσερμα,Litharose,24,Onshore,operating,2020,,,,PAP Energy SA,Pap Energy Αιολικα Παρκα Ανωνυμη Εταιρεια,,38.426,21.6686,exact,Municipal Unit of Chalkeia,Aetolia-Acarnania Regional Unit,Western Greece,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,L100000912451,G100000915561,RAE: ΑΔ-01898,RAE: 42478,https://www.gem.wiki/Litharoserma_wind_farm
2024/03/20,Greece,Lithos wind farm,--,Λιθος,,18.9,Onshore,operating,2009,,Enel Green Power,,Enel Green Power Greece SA,Enel Green Power Hellas A.E.,,38.0924,22.1162,exact,,Achaea Regional Unit,Western Greece,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,L100000908978,G100000911708,RAE: ΑΔ-00649,RAE: 40240,https://www.gem.wiki/Lithos_wind_farm
2024/03/20,Greece,Livadi wind farm,--,Λιβαδι,,45.2,Onshore,operating,2021,,,,EDPR Renewable Energy Sources of Greece 1 Sole Proprietorship,EDPR Ανανεωσιμες Πηγες Ενεργειας Ελλας 1 Μονοπροσωπη Ανωνυμη Εταιρεια,,38.6219,23.2857,exact,,Phthiotis Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000914498,G100000917959,RAE: ΑΔ-01785,RAE: 40889,https://www.gem.wiki/Livadi_wind_farm
2024/03/20,Greece,Longarakia wind farm,--,Λογγαρακια,Loggarakia,20,Onshore,operating,2014,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,37.4805,23.2881,exact,Municipal Unit of Ermioni,Argolis Regional Unit,Peloponnese Region,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,L100000911621,G100000914620,RAE: ΑΔ-00613,RAE: 40537,https://www.gem.wiki/Longarakia_wind_farm
2024/03/20,Greece,Lophos Kylindrias wind farm,--,Λοφος Κυλινδριας,Lofoi Kylindrias,10,Onshore,operating,2009,,,,,,,41.1427,22.7912,exact,,Kilkis Regional Unit,Central Macedonia,Macedonia and Thrace,Southern Europe,Europe,L100000908005,G100000910690,RAE: ΑΔ-00422,RAE: 39565,https://www.gem.wiki/Lophos_Kylindrias_wind_farm
2024/03/20,Greece,Louzes Angathaki Rigane wind farm,--,Λουζες-Αγκαθακι-Ριγανη,"Louzes Agathaki Rigani, Louzes",27.6,Onshore,operating,2008,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,38.4461,21.789,exact,Municipal Unit of Nafpaktos,Aetolia-Acarnania Regional Unit,Western Greece,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,L100000912959,G100000916154,RAE: ΑΔ-00385,RAE: 41542,https://www.gem.wiki/Louzes_Angathaki_Rigane_wind_farm
2024/03/20,Greece,Lykou Lakka wind farm,--,Λυκου Λακκα,,66,Onshore,announced,,,,,Rokas Aeoliki North Hellas II Ave,Ροκας Αιολικη Βορειος Ελλας Ιι Αβεε,,37.7895,26.9847,exact,Municipal Unit of Vathy,Samos Regional Unit,Northern Aegean,Aegean,Southern Europe,Europe,L100000915358,G100000919002,RAE: Γ-05216,RAE: 35760,https://www.gem.wiki/Lykou_Lakka_wind_farm
2024/03/20,Greece,Lyrkeion Oros wind farm,--,Λυρκειον Ορος,Lyrko,39.6,Onshore,operating,2016,,,,Ellaktor SA,Ελλακτωρ Α.Ε.,,37.6918,22.4628,exact,,Arcadia Regional Unit,Peloponnese Region,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,L100000914175,G100000917574,RAE: ΑΔ-01023,RAE: 40046,https://www.gem.wiki/Lyrkeion_Oros_wind_farm
2022/03/22,Greece,Magoula Kazakou Diplon wind farm,1,Μαγουλα Καζακου - Διπλον,Magoula Kazakou,23,Onshore,operating,2011,,,,Ellaktor SA,Ελλακτωρ Α.Ε.,,41.0594,26.0015,exact,,Evros Regional Unit,Eastern Macedonia and Thrace,Macedonia and Thrace,Southern Europe,Europe,L100000910733,G100000915331,RAE: 40061,,https://www.gem.wiki/Magoula_Kazakou_Diplon_wind_farm
2022/03/22,Greece,Magoula Kazakou Diplon wind farm,2,Μαγουλα Καζακου - Διπλον,Magoula Kazakou,16,Onshore,operating,2015,,,,Ellaktor SA,Ελλακτωρ Α.Ε.,,41.0594,26.0015,exact,,Evros Regional Unit,Eastern Macedonia and Thrace,Macedonia and Thrace,Southern Europe,Europe,L100000910733,G100000913624,RAE: 40061,,https://www.gem.wiki/Magoula_Kazakou_Diplon_wind_farm
2024/03/20,Greece,Makrelakkoma wind farm,--,Μακρυλακκωμα,,29.9,Onshore,operating,2019,,,,,,,36.5946,22.4331,exact,Oitylos Municipal Unit,Laconia Regional Unit,Peloponnese Region,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,L100000911323,G100000914289,RAE: ΑΔ-01098,RAE: 36370,https://www.gem.wiki/Makrelakkoma_wind_farm
2024/03/20,Greece,Makrerache Mesochorion wind farm,--,Μακρυραχη Μεσοχωριων,"Machrirachi, Makrirachi-A",27.4,Onshore,operating,2000,,,,Rokas Aeoliki North Hellas II Ave,Ροκας Αιολικη Βορειος Ελλας Ιι Αβεε,,38.2873,24.2397,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000912958,G100000916153,RAE: ΑΔ-00099,RAE: 40294,https://www.gem.wiki/Makrerache_Mesochorion_wind_farm
2024/03/20,Greece,Makronesos Island wind farm,--,Μακρονησος,,100,Onshore,announced,,,,,Public Power Corporation of Greece (PPC),Δεη Ανανεωσιμες Αε,,37.7527,24.143,exact,,Kea-Kythnos Regional Unit,South Aegean,Aegean,Southern Europe,Europe,L100000915697,G100000919403,RAE: Γ-03925,RAE: 38687,https://www.gem.wiki/Makronesos_Island_wind_farm
2024/04/21,Greece,Makrynoros wind farm,--,Μακρυνορος,,43.2,Onshore,operating,2022,,,,Mytilineos Holdings SA,Όμιλος Μυτιληναίου,,38.5381,21.8808,exact,Municipal Unit of Apodotia,Aetolia-Acarnania Regional Unit,Western Greece,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,L100000914447,G100000917901,,RAE: 36700,https://www.gem.wiki/Makrynoros_wind_farm
2024/03/20,Greece,Malavria Didimon wind farm,--,Μαλαβρια Διδυμων,"Didima, Didima EDF",36,Onshore,operating,2005,,EDF Renewables,法國電力再生能源公司,EDF Renewables Greece,Edf Renewables Hellas Μονοπροσωπη Α.Ε,,37.4811,23.1377,exact,Municipal Unit of Kranidi,Argolis Regional Unit,Peloponnese Region,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,L100000913910,G100000917268,RAE: ΑΔ-00382,RAE: 41530,https://www.gem.wiki/Malavria_Didimon_wind_farm
2024/03/20,Greece,Malia Gliata Arachnaio wind farm,--,Μαλια Γκλιατα Αραχναιο,Arachnaio II,38,Onshore,operating,2010,,,,Rokas Aeoliki North Hellas II Ave,Ροκας Αιολικη Βορειος Ελλας Ιι Αβεε,,37.6481,22.9371,exact,Municipal Unit of Midea,Argolis Regional Unit,Peloponnese Region,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,L100000914079,G100000917463,RAE: ΑΔ-00729,RAE: 33560,https://www.gem.wiki/Malia_Gliata_Arachnaio_wind_farm
2024/03/20,Greece,Mandra wind farm,--,Μανδρα,,14.4,Onshore,operating,2020,,,,Eren Hellas,Eren Ελλας,,41.1936,25.6421,exact,,Rodopi Regional Unit,Eastern Macedonia and Thrace,Macedonia and Thrace,Southern Europe,Europe,L100000910114,G100000912934,RAE: ΑΔ-03390,RAE: 40754,https://www.gem.wiki/Mandra_wind_farm
2024/03/20,Greece,Maristi Mavrovouni wind farm,--,Μαριστι - Μαυροβουνι,Maristi,42,Onshore,operating,2015,,,,Eren Hellas,Eren Ελλας,,38.2453,23.1276,exact,,Regional Unit of Boeotia,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000914370,G100000917808,RAE: ΑΔ-00893,RAE: 40968,https://www.gem.wiki/Maristi_Mavrovouni_wind_farm
2024/03/20,Greece,Maurovouni 3 (Terna) wind farm,--,Μαυροβουνι 3,,25.2,Onshore,announced,,,,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,38.2163,23.4495,exact,,Regional Unit of Boeotia,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000920313,G100000924971,RAE: Γ-013666,RAE: 40724,https://www.gem.wiki/Maurovouni_3_(Terna)_wind_farm
2024/03/20,Greece,Mavra Litharia (Pavlides Marmara) wind farm,--,Μαυρα Λιθαρια,"Didima Pavlidis, Mavrolitharo Pavlidis",13.2,Onshore,operating,2021,,,,,,,41.2997,23.357,exact,,Serres Regional Unit,Central Macedonia,Macedonia and Thrace,Southern Europe,Europe,L100000909680,G100000912458,RAE: ΑΔ-02453,RAE: 40791,https://www.gem.wiki/Mavra_Litharia_(Pavlides_Marmara)_wind_farm
2024/03/20,Greece,Mavri Stani Petra wind farm,--,Μαυρη Στανη-Κουλα-Κοκκινη Πετρα,,130.2,Onshore,announced,,,,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,41.1834,23.6931,exact,,Serres Municipality,Serres Regional Unit,Central Macedonia,Southern Europe,Europe,L100001004943,G100001005842,,RAE: 42301,https://www.gem.wiki/Mavri_Stani_Petra_wind_farm
2024/03/20,Greece,Mavroplayia Kastro wind farm,--,Μαυροπλαγια-Καστρο,Mavroplagia Kastro,17.2,Onshore,operating,2016,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,38.2194,23.4108,exact,Municipal Unit of Mandra,Regional Unit of West Attica,Attica,Attica,Southern Europe,Europe,L100000910930,G100000913847,RAE: ΑΔ-03397,RAE: 40544,https://www.gem.wiki/Mavroplayia_Kastro_wind_farm
2024/04/15,Greece,Mavrou Korephe wind farm,1,Μαυρου Κορυφη,,30,Onshore,announced,,,,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,35.2834,24.6784,exact,,Municipality of Rethymnon,Rethymno Regional Unit,Region of Crete,Southern Europe,Europe,L100000910303,G100000916099,,RAE: 42637,https://www.gem.wiki/Mavrou_Korephe_wind_farm
2024/04/03,Greece,Mavrou Korephe wind farm,2,Μαυρου Κορυφη,,15,Onshore,announced,,,,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,35.2834,24.6784,exact,,Municipality of Rethymnon,Rethymno Regional Unit,Region of Crete,Southern Europe,Europe,L100000910303,G100000913144,,RAE: 35720,https://www.gem.wiki/Mavrou_Korephe_wind_farm
