Date Last Researched,Country/Area,Project Name,Phase Name,Project Name in Local Language / Script,Other Name(s),Capacity (MW),Installation Type,Status,Start year,Retired year,Operator,Operator Name in Local Language / Script,Owner,Owner Name in Local Language / Script,Hydrogen,Latitude,Longitude,Location accuracy,City,"Local area (taluk, county)","Major area (prefecture, district)",State/Province,Subregion,Region,GEM location ID,GEM phase ID,Other IDs (location),Other IDs (unit/phase),Wiki URL
2024/02/22,Albania,Dropull wind farm,--,,,50,Onshore,announced,,,,,EU Green Energy,,,39.9406,20.2478,approximate,,,,,Southern Europe,Europe,L100000919283,G100000923766,,,https://www.gem.wiki/Dropull_wind_farm
2024/02/22,Albania,Karaburun wind farm (Albania),1,,,10,Offshore mount unknown,announced,,,,,BRD Energy,,,40.4052,19.4337,approximate,,,,,Southern Europe,Europe,L100000919286,G100000923769,,,https://www.gem.wiki/Karaburun_wind_farm_(Albania)
2024/02/22,Albania,Karaburun wind farm (Albania),2,,,10,Offshore mount unknown,announced,,,,,GMT Investment,,,40.4052,19.4337,approximate,,,,,Southern Europe,Europe,L100000919286,G100000923770,,,https://www.gem.wiki/Karaburun_wind_farm_(Albania)
2024/02/22,Albania,Karaburun wind farm (Albania),3,,,10,Offshore mount unknown,announced,,,,,GRS Energy,,,40.4052,19.4337,approximate,,,,,Southern Europe,Europe,L100000919286,G100000923771,,,https://www.gem.wiki/Karaburun_wind_farm_(Albania)
2024/02/22,Albania,Karaburun wind farm (Albania),4,,,10,Offshore mount unknown,announced,,,,,MGN Energy,,,40.4052,19.4337,approximate,,,,,Southern Europe,Europe,L100000919286,G100000923772,,,https://www.gem.wiki/Karaburun_wind_farm_(Albania)
2024/02/22,Albania,Karaburun wind farm (Albania),5,,,10,Offshore mount unknown,announced,,,,,ORT Investment,,,40.4052,19.4337,approximate,,,,,Southern Europe,Europe,L100000919286,G100000923773,,,https://www.gem.wiki/Karaburun_wind_farm_(Albania)
2024/02/28,Bosnia and Herzegovina,Glamoč wind farm,1,,,80,Onshore,announced,,,,,Wild Wind,,,44.0593,16.7704,approximate,,,,,Southern Europe,Europe,L100001003346,G100001003835,,,https://www.gem.wiki/Glamoč_wind_farm
2024/11/22,Bosnia and Herzegovina,Ivovik wind farm,--,,,84,Onshore,operating,2024,,,,VE Ivovik doo,,,43.7825,17.1302,exact,Gradina,Tomislavgrad,,,Southern Europe,Europe,L100000915565,G100000919248,,,https://www.gem.wiki/Ivovik_wind_farm
2023/03/21,Bosnia and Herzegovina,Jelovaca wind farm,--,,,36,Onshore,operating,2019,,,,FL Wind,,,43.7509,17.1452,exact,,,Herzeg-Bosnia Canton,Federation of Bosnia and Herzegovina,Southern Europe,Europe,L100000913891,G100000917247,,,https://www.gem.wiki/Jelovaca_wind_farm
2025/01/02,Bosnia and Herzegovina,Mesihovina wind farm,--,,,51,Onshore,operating,2018,,Elektroprivreda HZHB Mostar,,Elektroprivreda HZHB Mostar dd,,,43.6142,17.2328,exact,Mesihovina,,,Federation of Bosnia and Herzegovina,Southern Europe,Europe,L100000915104,G100000918702,,,https://www.gem.wiki/Mesihovina_wind_farm
2024/02/28,Bosnia and Herzegovina,Planik wind farm,--,,,40,Onshore,announced,,,,,Elektroprivreda Republike Srpske AD,,,42.877,18.4288,approximate,,,,,Southern Europe,Europe,L100000919343,G100000923839,,,https://www.gem.wiki/Planik_wind_farm
2023/03/20,Bosnia and Herzegovina,Podvelezje wind farm,1,,Podvelezje-2 wind farm (Phase 1),48,Onshore,operating,2021,,Elektroprivreda Bosne i Hercegovine (EPBiH),,Elektroprivreda Bosne i Hercegovine (EPBiH),,,43.3436,17.8626,exact,Mostar,City of Mostar,Herzegovina-Neretva Canton,Federation of Bosnia and Herzegovina,Southern Europe,Europe,L100000912498,G100000918225,,,https://www.gem.wiki/Podvelezje_wind_farm
2024/02/28,Bosnia and Herzegovina,Ruđer Bošković wind farm,--,,Ruđer Bošković Energy Park,60,Onshore,announced,,,,,Ventus Industria doo,,,42.8874,17.9669,approximate,,,,,Southern Europe,Europe,L100000919344,G100000923840,,,https://www.gem.wiki/Ruđer_Bošković_wind_farm
2024/02/28,Bosnia and Herzegovina,Skadimovac wind farm,1,,,110,Onshore,announced,,,,,RWP Vitorog,,,44.0608,16.8541,approximate,,,,,Southern Europe,Europe,L100001003347,G100001003836,,,https://www.gem.wiki/Skadimovac_wind_farm
2021/08/25,Bulgaria,Balchik wind farm,--,,,10,Onshore,operating,2011,,,,KI-KELAG International GmbH,,,43.7419,28.1347,exact,,Dobrich,,,Eastern Europe,Europe,L100000907721,G100000910388,,,https://www.gem.wiki/Balchik_wind_farm
2023/01/13,Bulgaria,Evn Bulgarevo wind farm,1,,Bulgarevo,50,Onshore,operating,2010,,EVN-Enertrag Kavarna,,Enertrag Ltd ; Energie Versorgung Niederosterreich AG,,,43.4221,28.3779,exact,,Dobrich,,,Eastern Europe,Europe,L100000913257,G100000918476,,,https://www.gem.wiki/Evn_Bulgarevo_wind_farm
2023/01/13,Bulgaria,Evn Bulgarevo wind farm,2,,Bulgarevo,30,Onshore,operating,2010,,EVN-Enertrag Kavarna,,Enertrag Ltd ; Energie Versorgung Niederosterreich AG,,,43.4221,28.3779,exact,,Dobrich,,,Eastern Europe,Europe,L100000913257,G100000916496,,,https://www.gem.wiki/Evn_Bulgarevo_wind_farm
2024/03/16,Bulgaria,Gorichane wind farm,--,,,40,Onshore,announced,,,,,Taaleri Energia,,,43.525,28.4579,approximate,Gorichane,,,,Eastern Europe,Europe,L100001004035,G100001004691,,,https://www.gem.wiki/Gorichane_wind_farm
2021/08/25,Bulgaria,Hrabrovo wind farm,--,,,14,Onshore,operating,2012,,ERG,,Lukerg Renew GmbH,,,43.1365,27.3848,exact,,Varna,,,Eastern Europe,Europe,L100000909900,G100000912695,,,https://www.gem.wiki/Hrabrovo_wind_farm
2021/08/25,Bulgaria,Kaliakra Cape wind farm,--,,,35,Onshore,operating,2008,,Mitsubishi Power Systems Europe; Inos; Mitsubishi Heavy Industries,三菱重工業株式会社,Mitsubishi Heavy Industries Ltd,三菱重工業株式会社,,43.3917,28.4497,exact,,Dobrich,,,Eastern Europe,Europe,L100000913791,G100000917135,,,https://www.gem.wiki/Kaliakra_Cape_wind_farm
2023/01/13,Bulgaria,Kamen Bryag (Enel) wind farm,--,,,21,Onshore,operating,2009,,MET Black Sea Wind Parks Ltd.,,MET Group,,,43.4333,28.339,approximate,Kavarna,,,Dobrich,Eastern Europe,Europe,L100000911868,G100000914898,,,https://www.gem.wiki/Kamen_Bryag_(Enel)_wind_farm
2021/08/25,Bulgaria,Kardam wind farm,--,,,12,Onshore,operating,2011,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,"GEK TERNA Holdings, Real Estate, Construction SA",,,43.6483,27.5673,approximate,Karapelit,,,Dobrich,Eastern Europe,Europe,L100000908985,G100000911715,,,https://www.gem.wiki/Kardam_wind_farm
2023/01/13,Bulgaria,Karnobat Wind Park,--,,"Karnobat, Kralimarkova Stupka Wind Farm",13,Onshore,operating,2010,,Stream Invest Holding,,Stream Invest Holding AG,,,43.7419,28.1347,exact,,Dobrich,,,Eastern Europe,Europe,L100000909473,G100000912228,,,https://www.gem.wiki/Karnobat_Wind_Park
2021/08/25,Bulgaria,Krapelit wind farm,--,,,18,Onshore,operating,2010,,Italgen,,Italgen,,,43.6325,27.5441,exact,,Dobrich,,,Eastern Europe,Europe,L100000911116,G100000914058,,,https://www.gem.wiki/Krapelit_wind_farm
2021/08/25,Bulgaria,Krupen wind farm,--,,,12,Onshore,operating,2010,,Alerion Energie Rinnovabili,,European Energy A/S ; Alerion Energie Rinnovabili,,,43.5594,28.2449,exact,,Dobrich,,,Eastern Europe,Europe,L100000909006,G100000911736,,,https://www.gem.wiki/Krupen_wind_farm
2021/08/25,Bulgaria,Long Man Wind Park,--,,,10,Onshore,operating,2008,,Long Man Wind Energy,,Long Man Wind Energy,,,43.4333,28.339,approximate,Kavarna,,,Dobrich,Eastern Europe,Europe,L100000908002,G100000910687,,,https://www.gem.wiki/Long_Man_Wind_Park
2021/08/25,Bulgaria,Mogilishte-Zapad wind farm,--,,,16,Onshore,operating,2009,,Inwind Sp; Verbund,,Inwind Sp Ltd,,,43.4615,28.3252,exact,,Dobrich,,,Eastern Europe,Europe,L100000910597,G100000913474,,,https://www.gem.wiki/Mogilishte-Zapad_wind_farm
2024/03/16,Bulgaria,Prolez wind farm,--,,,40,Onshore,announced,,,,,Taaleri Energia,,,43.5681,28.4566,approximate,Prolez,,,,Eastern Europe,Europe,L100001004036,G100001004692,,,https://www.gem.wiki/Prolez_wind_farm
2021/08/25,Bulgaria,Saint Nikola wind farm,--,,"Sveti Nikola, Kavarna NW",156,Onshore,operating,2010,,AES,,AES Corp,,,43.3855,28.447,exact,,,,Dobrich,Eastern Europe,Europe,L100000915908,G100000919655,World Resources Institute: WRI1008062,,https://www.gem.wiki/Saint_Nikola_wind_farm
2023/01/13,Bulgaria,Shabla wind farm,--,,Kavarna Shabla,21,Onshore,operating,2010,,MET Black Sea Wind Parks Ltd.,,MET Group,,,43.6057,28.5098,approximate,Shabla,,,Dobrich,Eastern Europe,Europe,L100000911940,G100000914983,,,https://www.gem.wiki/Shabla_wind_farm
2021/08/25,Bulgaria,Suvorovo wind farm,--,,,60,Onshore,operating,2011,,Eolica Bulgaria,,MET Group,,,43.375,27.5897,exact,,Varna,,,Eastern Europe,Europe,L100000915303,G100000918933,,,https://www.gem.wiki/Suvorovo_wind_farm
2021/08/25,Bulgaria,Tcherga wind farm,--,,"Kavarna W, Kavarna E",40,Onshore,operating,2011,,Lukerg Renew; ERG,,ERG SpA,,,43.401,28.1901,approximate,Kavarna,,,Dobrich,Eastern Europe,Europe,L100000914264,G100000917680,,,https://www.gem.wiki/Tcherga_wind_farm
2024/03/16,Bulgaria,Tenevo wind farm,--,,,250,Onshore,announced,,,,,Eurowind Energy A/S; Renalfa IPP,,,42.3384,26.5321,approximate,Tenevo,,,,Eastern Europe,Europe,L100001004034,G100001004690,,,https://www.gem.wiki/Tenevo_wind_farm
2024/03/16,Bulgaria,Vetrocom wind farm,1,,,25,Onshore,operating,2010,,,,Renalfa IPP,,,42.739,25.4325,exact,,Stara Zagora,,,Eastern Europe,Europe,L100000912175,G100000915829,,,https://www.gem.wiki/Vetrocom_wind_farm
2024/03/16,Bulgaria,Vetrocom wind farm,2,,,25,Onshore,operating,2011,,Alpiq,,Renalfa IPP,,,42.739,25.4325,exact,,Stara Zagora,,,Eastern Europe,Europe,L100000912175,G100000915830,,,https://www.gem.wiki/Vetrocom_wind_farm
2024/03/16,Bulgaria,Vetrocom wind farm,3,,,22,Onshore,operating,2012,,,,Renalfa IPP,,,42.739,25.4325,exact,,Stara Zagora,,,Eastern Europe,Europe,L100000912175,G100000915254,,,https://www.gem.wiki/Vetrocom_wind_farm
2021/08/25,Bulgaria,Vranino wind farm,--,,,18,Onshore,operating,2012,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,"GEK TERNA Holdings, Real Estate, Construction SA",,,43.5266,28.3072,approximate,Vranino,,,Dobrich,Eastern Europe,Europe,L100000911275,G100000914236,,,https://www.gem.wiki/Vranino_wind_farm
2021/07/23,Croatia,Crno Brdo wind farm,--,,Danilo Biranj Wind Farm,11,Onshore,operating,2011,,Leitwind,,Orient Green Power,,,43.7078,16.0084,exact,,Šibenik-Knin County,,,Southern Europe,Europe,L100000908417,G100000911117,,,https://www.gem.wiki/Crno_Brdo_wind_farm
2023/03/22,Croatia,Danilo wind farm,--,,,44,Onshore,operating,2013,,Enercon Partner Konzept (EPK); RP Global,,Professio Energia dd,,,43.7101,16.0676,exact,,Šibenik-Knin County,,,Southern Europe,Europe,L100000914458,G100000917914,,,https://www.gem.wiki/Danilo_wind_farm
2021/07/23,Croatia,Glunca wind farm,--,,,21,Onshore,operating,2017,,,,HSE Invest doo; Petrol Group,,,43.6399,16.0736,exact,,Šibenik-Knin County,,,Southern Europe,Europe,L100000911855,G100000914882,,,https://www.gem.wiki/Glunca_wind_farm
2021/07/23,Croatia,Jasenice wind farm,--,,,12,Onshore,operating,2019,,WPD Windmanager,,KI-KELAG International GmbH,,,44.2214,15.6638,exact,,Zadar County,,,Southern Europe,Europe,L100000908976,G100000911706,,,https://www.gem.wiki/Jasenice_wind_farm
2021/07/23,Croatia,Jelinak wind farm,--,,,30,Onshore,operating,2013,,Acciona Energía,,Acciona Energía SAU,,,43.5539,16.1645,exact,,Split-Dalmatia County,,,Southern Europe,Europe,L100000913278,G100000916522,,,https://www.gem.wiki/Jelinak_wind_farm
2021/07/23,Croatia,Kamensko-Vostane wind farm,--,,"Vostane-Kamensko Wind Farm, ST1-1-ST1-2 Wind Farm",42,Onshore,operating,,,,,Dalekovod dd,,,43.6319,16.8839,exact,,Split-Dalmatia County,,,Southern Europe,Europe,L100000914351,G100000917788,,,https://www.gem.wiki/Kamensko-Vostane_wind_farm
2021/07/23,Croatia,Katuni wind farm,--,,,34,Onshore,operating,2017,,WPD Windmanager,,WPD AG,達德能源股份有限公司,,43.4782,16.9057,exact,,Split-Dalmatia County,,,Southern Europe,Europe,L100000913702,G100000917033,,,https://www.gem.wiki/Katuni_wind_farm
2021/07/23,Croatia,Kom-Orjak-Greda wind farm,--,,Orjak Wind Farm,10,Onshore,operating,2018,,Vjetroelektrana Orjak,,KELAG,,,43.4702,16.8157,exact,,Split-Dalmatia County,,,Southern Europe,Europe,L100000907941,G100000910617,,,https://www.gem.wiki/Kom-Orjak-Greda_wind_farm
2021/07/23,Croatia,Korlat wind farm,--,,,58,Onshore,operating,2020,,Nordex,,Hrvatska elektroprivreda dd,,,44.0893,15.5903,exact,,Zadar County,,,Southern Europe,Europe,L100000915236,G100000918857,,,https://www.gem.wiki/Korlat_wind_farm
2023/03/23,Croatia,KRS-Padene wind farm,--,Krš-Pađene,Padjene Wind Farm,130,Onshore,operating,2021,,,,Lager Group,,,44.0649,16.1004,exact,,Šibenik-Knin County,,,Southern Europe,Europe,L100000915858,G100000919599,,,https://www.gem.wiki/KRS-Padene_wind_farm
2024/01/19,Croatia,Lički Medvjed wind farm,--,,VE Lički Medvjed,425,Onshore,announced,2026,,,,Enercon; Green Trust,,,44.8746,15.2217,approximate,,,,,Southern Europe,Europe,L100000919350,G100000923846,,,https://www.gem.wiki/Lički_Medvjed_wind_farm
2023/03/22,Croatia,Ljubac wind farm,--,,,30,Onshore,operating,2022,,Petrol Group,,Petrol Group,,,44.0099,16.1558,exact,Knin,,,Dalmatia,Southern Europe,Europe,L100000913310,G100000916560,,,https://www.gem.wiki/Ljubac_wind_farm
2021/07/23,Croatia,Lukovac wind farm,--,,,49,Onshore,operating,,,,,Enlight Renewable Energy,,,43.5382,16.9202,exact,,Split-Dalmatia County,,,Southern Europe,Europe,L100000914801,G100000918312,,,https://www.gem.wiki/Lukovac_wind_farm
2021/07/23,Croatia,Obrovac-Zelengrad wind farm,1,,,42,Onshore,operating,2015,,Vestas Wind Systems,,EnerCap Capital Partners; Crescent Capital Group LP,,,44.1571,15.669,exact,,Zadar County,,,Southern Europe,Europe,L100000909133,G100000917821,,,https://www.gem.wiki/Obrovac-Zelengrad_wind_farm
2021/07/23,Croatia,Ogorje wind farm,--,,,42,Onshore,operating,2015,,,,Achema Group,,,43.7177,16.5332,exact,,Split-Dalmatia County,,,Southern Europe,Europe,L100000914382,G100000917822,,,https://www.gem.wiki/Ogorje_wind_farm
2021/07/23,Croatia,Orlice wind farm,--,,,10,Onshore,operating,2009,,WPD Windmanager,,WPD AG,達德能源股份有限公司,,43.6382,16.0223,exact,,Šibenik-Knin County,,,Southern Europe,Europe,L100000908080,G100000910768,,,https://www.gem.wiki/Orlice_wind_farm
2021/07/23,Croatia,Pometeno Brdo wind farm,--,,,15,Onshore,operating,2012,,Končar Group,,Končar Group,,,43.6092,16.4749,exact,,Split-Dalmatia County,,,Southern Europe,Europe,L100000910350,G100000913195,,,https://www.gem.wiki/Pometeno_Brdo_wind_farm
2021/07/23,Croatia,Ponikve wind farm,--,,,37,Onshore,operating,2013,,WPD Windmanager,,WPD AG,達德能源股份有限公司,,42.8623,17.606,exact,,Dubrovnik-Neretva County,,,Southern Europe,Europe,L100000914004,G100000917378,,,https://www.gem.wiki/Ponikve_wind_farm
2023/03/22,Croatia,Rudine wind farm,--,,,34,Onshore,operating,2016,,General Electric,,Professio Energia dd,,,42.8237,17.799,exact,,Dubrovnik-Neretva County,,,Southern Europe,Europe,L100000913728,G100000917062,,,https://www.gem.wiki/Rudine_wind_farm
2023/03/22,Croatia,Senj (Norinco) wind farm,--,,,156,Onshore,operating,2021,,Norinco International Cooperation,,Norinco International Cooperation Ltd,,,45.0367,15.0256,exact,,Lika-Senj County,,,Southern Europe,Europe,L100000915909,G100000919656,,,https://www.gem.wiki/Senj_(Norinco)_wind_farm
2021/07/23,Croatia,Senj (Wallenborn) wind farm,1,,"Vratarusa Wind Farm (Phase 1), Vratarusa Wind Farm 2 (Phase 2)",42,Onshore,operating,2009,,Ereda,,Wallenborn Bora GmbH,,,45.0456,14.9323,exact,,Lika-Senj County,,,Southern Europe,Europe,L100000912520,G100000917840,,,https://www.gem.wiki/Senj_(Wallenborn)_wind_farm
2021/07/23,Croatia,Sibenik-Knin wind farm,--,,,14,Onshore,operating,,,,,,,,43.9281,16.1038,approximate,,Sibenik-Knin,,Dalmatia,Southern Europe,Europe,L100000910012,G100000912824,,,https://www.gem.wiki/Sibenik-Knin_wind_farm
2021/07/23,Croatia,Trtar-Krtolin wind farm,--,,,11,Onshore,operating,2006,,WPD Windmanager,,WPD AG,達德能源股份有限公司,,43.7531,15.9677,exact,Dubrava kod Šibenika,Šibenik-Knin County,,,Southern Europe,Europe,L100000908534,G100000911239,,,https://www.gem.wiki/Trtar-Krtolin_wind_farm
2025/01/02,Croatia,Visoka wind farm,1,,,56,Onshore,announced,,,,,ENCRO doo,,,43.7038,16.6396,approximate,,,,,Southern Europe,Europe,L100001000479,G100001000743,,,https://www.gem.wiki/Visoka_wind_farm
2021/07/23,Croatia,Zadar 6 wind farm,6,,,44,Onshore,operating,2017,,Porzana-ENCRO,,Postak doo,,,44.2659,16.0519,exact,,,,,Southern Europe,Europe,L100000914495,G100000917955,,,https://www.gem.wiki/Zadar_6_wind_farm
2021/07/23,Croatia,Zadar wind farm,2,,"Bruska Wind Farm, VE ZD2 Wind Farm (Phase 2), VE ZD3 Wind Farm (Phase 3)",18,Onshore,operating,2012,,,,EKO; Dalekovod dd,,,44.1079,15.7126,exact,,Zadar County,,,Southern Europe,Europe,L100000911293,G100000914254,,,https://www.gem.wiki/Zadar_wind_farm
2021/07/23,Croatia,Zadar wind farm,3,,"Bruska Wind Farm, VE ZD2 Wind Farm (Phase 2), VE ZD3 Wind Farm (Phase 3)",18,Onshore,operating,2012,,,,EKO; Dalekovod dd,,,44.0686,15.7809,exact,,Zadar County,,,Southern Europe,Europe,L100000911293,G100000914255,,,https://www.gem.wiki/Zadar_wind_farm
2024/03/20,Greece,Abelia Platanakia wind farm,--,Αμπελια - Πλατανακια,Ampelia,10.8,Onshore,operating,2021,,,,Volterra SA,Volterra Δουκας Μ.Α.Ε.,,38.4291,23.4243,exact,Municipal Unit of Thebes,Regional Unit of Boeotia,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000908354,G100000911051,RAE: ΑΔ-02414,RAE: 32719,https://www.gem.wiki/Abelia_Platanakia_wind_farm
2024/03/20,Greece,Achladion Wind Park,--,,Crete Achladia,10,Onshore,operating,1999,,,,,,,35.1548,26.0566,exact,Sitia Municipal Unit,Lasithi Regional Unit,Region of Crete,Region of Crete,Southern Europe,Europe,L100000909670,G100000912447,RAE: ΑΔ-00039,RAE: 42646,https://www.gem.wiki/Achladion_Wind_Park
2024/03/20,Greece,Achladitsa wind farm,--,Αχλαδιτσα,Interphoton Achaditsa,18,Onshore,operating,2020,,,,InterPhoton,Interphoton Εκμεταλλευση Ακινητων Ανωνυμη Εταιρεια,,38.2391,23.1848,exact,,Regional Unit of Boeotia,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000910974,G100000913895,RAE: ΑΔ-03158,RAE: 41550,https://www.gem.wiki/Achladitsa_wind_farm
2024/03/20,Greece,Achladotopos Gkoura Loutsa wind farm,--,Αχλαδοτοπος Γκουρα Λουτσα,Achladotopos,27.2,Onshore,operating,2019,,,,Eren Hellas,Eren Ελλας,,38.171,24.3005,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000912744,G100000915892,RAE: ΑΔ-00650,RAE: 42028,https://www.gem.wiki/Achladotopos_Gkoura_Loutsa_wind_farm
2024/03/20,Greece,Aderes wind farm,1A&2,Αδερες,,14,Onshore,operating,2016,,,,National Energy Holdings,New Ne Solar Developments Five 5 Μονοπροσωπη Ανωνυμη Εταιρεια,,37.5041,23.2838,exact,Municipal Unit of Troizinia,Regional Unit of Islands,Attica,Attica,Southern Europe,Europe,L100000909784,G100000912569,RAE: ΑΔ-00872,RAE: 34895,https://www.gem.wiki/Aderes_wind_farm
2024/03/20,Greece,Adirrio wind farm,--,Αντιρριο,,20,Onshore,operating,2019,,,,,,,38.3674,21.7316,exact,Municipal Unit of Antirrio,Aetolia-Acarnania Regional Unit,Western Greece,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,L100000911469,G100000914449,RAE: ΑΔ-00186,RAE: 40370,https://www.gem.wiki/Adirrio_wind_farm
2024/04/21,Greece,Aedoni (Karestias Eevoias) wind farm,--,Αηδονι,Karystia wind project,18,Onshore,operating,2023,,,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,38.0358,24.5423,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000910976,G100000913897,RAE: ΑΔ-01267,RAE: 37514,https://www.gem.wiki/Aedoni_(Karestias_Eevoias)_wind_farm
2024/04/21,Greece,Aeras 2 wind farm,--,Αερας 2,"Karditsa, Mouzaki Karditsa",27.6,Onshore,operating,2023,,,,Public Power Corporation of Greece (PPC),Δεη Ανανεωσιμες Αε,,39.3667,21.5684,exact,,Karditsa Regional Unit,Thessaly,Thessaly and Central Greece,Southern Europe,Europe,L100000912974,G100000916169,RAE: ΑΔ-00790,RAE: 38669,https://www.gem.wiki/Aeras_2_wind_farm
2024/03/20,Greece,Aetos Kakoraiika wind farm,--,Αετος - Κακοραιικα,"Aetos, Fokida 2",23,Onshore,operating,2010,,Aetos Wind Energy,Αιολικο Παρκο Αετος Μονοπροσωπη Ανωνυμη Ενεργειακη Εταιρεια,EDF Renewables Greece,Edf Renewables Hellas Μονοπροσωπη Α.Ε,,38.4323,22.2732,exact,Municipal Unit of Galaxidi,Regional Unit of Phocis,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000912188,G100000915268,RAE: ΑΔ-00803,RAE: 40575,https://www.gem.wiki/Aetos_Kakoraiika_wind_farm
2024/03/20,Greece,Agnadia Isoma wind farm,--,Αγναντια-Ισωμα-Θαμνοτοπος,Kellas Wind,43.2,Onshore,operating,2023,,,,Teforto Holdings Ltd,,,40.8148,21.6818,exact,,Florina Regional Unit,Western Macedonia,Epirus and Western Macedonia,Southern Europe,Europe,L100000914443,G100000917897,RAE: ΑΔ-01749,RAE: 42384,https://www.gem.wiki/Agnadia_Isoma_wind_farm
2024/03/20,Greece,Agriachladia wind farm,--,Αγριαχλαδια,"Agriahladia, Wild Pears, Agriahladia-Mesokipi",24,Onshore,operating,2020,,Energy Dystion Euboea,Ενεργειακη Δυστιων Ευβοιας Μ.Α.Ε.,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,38.3934,24.1599,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000912157,G100000915233,RAE: ΑΔ-00419,RAE: 41481,https://www.gem.wiki/Agriachladia_wind_farm
2024/03/20,Greece,Alogomandria Mavrovouni wind farm,1,Αλογομανδρια -Μαυροβουνι,Alogomandria,20,Onshore,operating,2009,,,,unknown ; PPC Renewables SA (PPCR) ; EDF Renewables Greece,Edf Renewables Hellas Μονοπροσωπη Α.Ε,,38.544,23.1331,exact,,Regional Unit of Boeotia,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000908352,G100000911049,RAE: ΑΔ-00578,RAE: 40058,https://www.gem.wiki/Alogomandria_Mavrovouni_wind_farm
2024/03/20,Greece,Alogorache wind farm,--,Αλογοραχη,Alogorachi,17,Onshore,operating,2006,,,,Rokas Aeoliki North Hellas II Ave,Ροκας Αιολικη Βορειος Ελλας Ιι Αβεε,,39.0417,22.5938,exact,,Regional Unit of Magnesia,Thessaly,Thessaly and Central Greece,Southern Europe,Europe,L100000910782,G100000913678,RAE: ΑΔ-00224,RAE: 40060,https://www.gem.wiki/Alogorache_wind_farm
2024/03/20,Greece,Amygdalitsa wind farm,--,Αμυγδαλιτσα,,12,Onshore,operating,2018,,,,Delta Technical Group,Δέλτα Τεχνική Α.Ε.,,37.0912,21.7584,exact,,Messenia Regional Unit,Peloponnese Region,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,L100000908718,G100000911432,RAE: ΑΔ-01995,RAE: 36900,https://www.gem.wiki/Amygdalitsa_wind_farm
2024/03/20,Greece,Anatole wind farm,--,Ανατολη,Kafireas,16.1,Onshore,operating,2019,,,,Enel Green Power Greece SA,Enel Green Power Hellas A.E.,,38.1191,24.5406,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000910689,G100000913579,RAE: ΑΔ-01258,RAE: 40246,https://www.gem.wiki/Anatole_wind_farm
2025/01/07,Greece,Anatoliko Askio Magoula wind farm,--,Ανατολικο Ασκιο – Μαγουλα,,27,Onshore,operating,2024,,,,Valorem,,,40.4092,21.5745,exact,,Kozani Regional Unit,Western Macedonia,Epirus and Western Macedonia,Southern Europe,Europe,L100000912876,G100000916051,RAE: ΑΔ-02378,RAE: 36888,https://www.gem.wiki/Anatoliko_Askio_Magoula_wind_farm
2024/03/20,Greece,Antia wind farm,A1,Μαυρομιχαλη - Μυρτια Μεσοχωριων,"Ayios Vasileios Megale Rache wind farm (Phase A1), Mavromichale Myrtia Mesochorion wind farm (Phase A2), Aspre Rache Misochoria wind farm (Phase B)",12.6,Onshore,operating,1999,,,,Rokas Aeoliki North Hellas II Ave,Ροκας Αιολικη Βορειος Ελλας Ιι Αβεε,,38.0498,24.5736,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000908570,G100000912219,"RAE: ΑΔ-00335,RAE: ΑΔ-00076,RAE: ΑΔ-00097",RAE: 40290,https://www.gem.wiki/Antia_wind_farm
2024/03/20,Greece,Antia wind farm,A2,Μαυρομιχαλη - Μυρτια Μεσοχωριων,"Ayios Vasileios Megale Rache wind farm (Phase A1), Mavromichale Myrtia Mesochorion wind farm (Phase A2), Aspre Rache Misochoria wind farm (Phase B)",11.4,Onshore,operating,2000,,,,Rokas Aeoliki North Hellas II Ave,Ροκας Αιολικη Βορειος Ελλας Ιι Αβεε,,38.2565,24.2012,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000908570,G100000911275,"RAE: ΑΔ-00335,RAE: ΑΔ-00076,RAE: ΑΔ-00097",RAE: 40293,https://www.gem.wiki/Antia_wind_farm
